	SS_N_0	SS_N_1	SS_N_2	SS_N_3	SS_N_4	SS_N_5	SS_N_6	SS_N_7	SS_N_8	SS_N_9	SS_N_10	SS_N_11	SS_N_12	SS_N_13	SS_N_14	SS_N_15	SS_N_16	SS_N_17	SS_N_18	SS_N_19	SS_N_20	SS_N_21	SS_N_22	SS_N_23	SS_N_24	SS_N_25	SS_N_26	SS_N_27	SS_N_28	SS_N_29	SS_N_30	SS_N_31	SS_N_32	SS_N_33	SS_N_34	SS_N_35	SS_N_36	SS_N_37	SS_N_38	SS_N_39	SS_N_40	SS_N_41	SS_N_42	SS_N_43	SS_N_44	SS_N_45	SS_N_46	SS_N_47	SS_N_48	SS_N_49	SS_N_50	SS_N_51	SS_N_52	SS_N_53	SS_N_54	SS_N_55	SS_N_56	SS_C_0	SS_C_1	SS_C_2	SS_C_3	SS_C_4	SS_C_5	SS_C_6	SS_C_7	SS_C_8	SS_C_9	SS_C_10	SS_C_11	SS_C_12	SS_C_13	SS_C_14	SS_C_15	SS_C_16	SS_C_17	SS_C_18	SS_C_19	SS_C_20	SS_C_21	SS_C_22	SS_C_23	SS_C_24	SS_C_25	SS_C_26	SS_C_27	SS_C_28	SS_C_29	SS_C_30	SS_C_31	SS_C_32	SS_C_33	SS_C_34	SS_C_35	SS_C_36	SS_C_37	SS_C_38	SS_C_39	SS_C_40	SS_C_41	SS_C_42	SS_C_43	SS_C_44	SS_C_45	SS_C_46	SS_C_47	SS_C_48	SS_C_49	TS_N_0_0	TS_N_1_0	TS_N_2_0	TS_N_3_0	TS_N_4_0	TS_N_5_0	TS_N_0_1	TS_N_1_1	TS_N_2_1	TS_N_3_1	TS_N_4_1	TS_N_5_1	TS_C_0_0	TS_C_1_0	TS_C_2_0	TS_C_3_0	TS_C_4_0	TS_C_5_0	TS_C_0_1	TS_C_1_1	TS_C_2_1	TS_C_3_1	TS_C_4_1	TS_C_5_1
AT1G13300	9.76084961	9.093390097	8.369081683	9.694416364	10.09301967	10.87461465	10.68816097	10.43820611	9.248107417	9.780746863	6.923036667	9.052738931	8.178581201	9.728029919	10.60402786	10.18835547	8.889458352	8.955255527	9.061527925	7.538252284	8.820405927	9.694736719	8.497292388	7.078624635	7.371396447	8.361768616	10.47204409	7.908835884	8.845145687	9.828620923	5.916940729	10.16565929	10.21061103	10.45529866	7.728087163	8.482316603	7.739003099	8.573228978	8.83128091	8.671274365	8.849642798	9.364727837	9.329764153	10.40648657	10.36965184	10.25444896	10.25348362	10.19279974	10.20491637	9.891869593	9.553512563	10.04070118	10.18078932	9.961075425	10.19784672	9.467703099	10.23553092	5.186799201	5.040257762	5.303135727	5.220899533	8.428010822	8.9525762	6.000089708	6.747955213	6.102643999	6.546487408	5.946588322	6.742968095	7.068638912	6.05867287	5.605018818	8.658367419	6.66719598	4.841247194	6.100723494	5.735146674	5.028707341	6.16610576	10.01707032	5.897333723	9.776997061	10.41106765	5.844988605	5.585113384	4.945342642	6.361625868	5.852147007	6.143098069	5.973741667	6.670925359	6.943503894	6.98545454	7.803661993	7.749261324	7.832268837	7.805943167	7.053407199	7.347733245	6.64317624	6.382537455	6.212531127	6.267833414	6.414516901	6.036330929	6.49420636	6.409191861	5.055491563	5.680321815	7.783681046	8.775526109	9.271866476	10.11621503	5.504830666	6.280493872	8.019664663	9.595187175	9.076125684	10.24018116	5.044998257	5.263303583	5.819344648	6.51925138	6.172393959	7.074492752	5.062125157	6.119110831	5.81091408	6.576276455	6.314928642	6.809081219
AT3G16350	5.765784033	6.202032405	7.17158412	7.007656007	7.442831355	7.195749273	7.77155314	6.990612591	6.913940549	6.492803775	7.456381766	5.345357273	5.659033801	6.809067555	6.147948609	6.341944317	7.577933399	7.073451777	7.836198081	6.767796693	7.003066164	7.822505922	6.593637611	6.934451252	6.668843739	6.72646545	7.720490705	7.705090924	8.013713275	6.780518885	5.278950126	6.950094044	8.072757741	8.099091184	7.057190845	7.769478614	6.708386393	7.275246634	7.377925658	7.408107683	6.733197895	7.177515115	6.847541822	7.064748019	7.282120533	6.802047604	7.040373431	6.649651114	6.88993813	5.425573047	6.150123242	5.670100178	6.938929127	7.024522859	6.889696932	6.353224148	6.454828717	6.469785728	6.465431142	7.144476843	7.559450854	7.121588807	6.72272125	4.992001394	5.737205568	6.077764032	6.194136212	5.800861992	6.20121565	6.482867823	6.71599718	6.374626333	6.307409612	6.280015147	6.777520575	5.629255635	5.640709786	6.014300858	7.507840696	6.772390831	6.467013648	7.907563702	7.061834559	5.963467204	7.23607177	7.38308256	7.405872648	6.664477755	6.766339415	6.384910601	6.617264419	7.376942286	7.175428711	6.316196501	6.140796981	6.517346041	6.014496331	5.998746303	6.212806622	5.629069228	6.011949114	5.465747373	7.006973988	6.40754279	6.208280535	6.623507165	6.738364257	6.36858413	6.20482441	6.093096877	6.181780538	6.727700908	6.023646931	5.870648062	6.568361979	5.933301673	6.849874269	6.360970993	6.301639887	6.159934211	6.281560759	6.248327746	6.157678447	6.322099393	6.311135467	6.109840047	6.853018513	6.373076976	6.050342429	6.204238284	6.361146522
AT1G02340	5.921318278	5.684540141	5.369491003	5.572006084	4.837616464	4.354575862	5.066696587	5.068307738	4.771023987	4.886314066	7.072720801	5.559784797	5.462639819	6.377187141	6.808397334	5.361453247	5.29983186	5.529392979	5.228466376	5.239290837	5.717482666	7.111255856	5.096629473	5.182360886	5.220793769	5.627749951	5.615189612	5.001665939	6.703751196	5.707007037	5.897755271	6.277898509	7.49153009	7.370005655	6.355918006	6.98496415	6.503280052	6.211680766	6.573129434	6.184757288	5.746073214	5.730795794	5.506960989	3.939793189	3.844668653	3.877848681	3.793511278	3.871280661	3.795753642	5.313206942	4.818359695	5.023356498	5.980193094	5.948142119	4.158980632	5.281517711	6.135245143	6.982516263	6.409428495	6.141228285	6.625876283	4.550742283	5.022704489	5.698852142	5.196121973	5.586861427	6.853481717	6.737401431	6.082555105	5.719622605	4.974860949	5.618717573	5.868007971	6.850704215	6.432165427	5.476228533	4.840069253	5.274599934	5.838140934	5.901946053	5.396963086	6.434094829	6.517604515	6.598421761	7.124714536	6.614153103	7.055439806	6.292853462	6.70340776	6.44193598	5.938085092	6.464391471	6.114901616	5.388210944	5.414699263	5.315687395	4.236518674	3.769279632	3.861107983	6.598680751	6.491239236	6.562794615	6.715920606	5.901124286	6.230735851	5.577987585	5.8891422	5.547646312	5.381859772	6.414115391	6.41272304	6.177055279	6.304105082	5.860842246	5.667829018	6.363449258	6.667569704	6.265692892	6.512631766	5.488235582	5.491448292	6.487071412	6.109235459	6.329221035	6.498335841	5.940096704	5.488418668	6.623352779	6.50834118	6.760254593	6.478999704
AT1G20640	7.83446198	8.029831412	7.178310577	7.476394067	7.47306354	8.16344692	8.217243677	8.490275308	7.533122253	8.394379049	5.302883189	7.599320228	7.045391341	8.123831718	8.106094581	7.804159253	7.902848243	8.274242493	7.973029238	8.035273736	7.762103268	8.902217322	7.62179578	8.035506309	7.521348131	8.289117041	8.363910974	7.607709951	7.636155852	7.485909897	9.243308155	6.662420454	6.806345692	6.291283101	7.239817167	7.163341461	7.008384388	7.358181479	7.187366634	7.366150172	7.310888247	7.360271521	7.23816122	7.834856686	8.045571501	7.901775517	7.33430771	7.417557394	7.421078321	8.56025816	8.014132708	8.452744586	7.572926701	8.347980229	8.356752288	8.378370283	7.789000294	8.741010969	8.621286116	7.959869835	8.621682868	8.271968564	8.960104452	8.155944024	8.064604559	8.121420937	8.840320849	8.936270582	9.053411654	8.393263944	9.042458004	8.17842864	8.145997151	9.125111224	9.347802288	8.655974043	8.987797434	8.466661395	9.610228482	8.071856744	9.201941918	7.470781605	7.346722551	8.491612025	7.815964699	8.084585971	7.904768347	7.710235198	7.651051957	7.762038963	8.330479809	8.134592488	8.269781781	7.923869379	8.01108706	7.786908778	8.332625448	8.618452749	8.462704147	9.48311372	9.232016141	8.577859311	8.961597434	8.65432479	8.998729674	8.663841865	8.6682103	7.346001817	7.430147622	8.565168628	8.48619596	8.483136779	8.351235708	7.575372284	7.322803839	8.549043786	8.330007387	8.42893396	8.372589755	7.153199774	7.460801547	8.640596323	8.272881656	8.816667253	8.25376905	6.976108255	7.324265556	8.630613211	8.36975935	8.51590398	8.517093338
AT1G28050	6.086497783	6.088194829	6.500329209	6.410363166	5.445974143	6.505877547	6.225642968	5.831926212	6.471762654	6.437958019	6.163323712	6.775653995	7.245566629	6.903467245	5.241479361	5.682319234	5.571853864	4.885744014	5.228650964	5.797283321	5.731079788	5.838770072	6.536875471	6.404281269	6.760170516	4.962521615	4.901759012	5.050956697	5.74607726	5.340892272	5.70437492	6.672685742	6.73065176	6.636123063	5.785919328	5.778048125	5.783339085	7.118573862	7.374299442	7.317311042	5.515972123	5.673368886	5.3548119	6.404335314	5.868457747	6.097354074	7.217801372	7.049841833	7.230979812	5.172043319	5.649917466	5.137636987	6.045492966	6.350068852	5.361503544	6.883464207	6.765543615	6.0942236	6.432096049	6.624780863	6.312631893	5.571575477	7.053557694	6.503749357	7.320792768	7.283257223	5.64219325	5.277310183	5.841844821	5.705961513	4.77020064	5.652920217	4.995674101	6.225494222	5.632998324	6.43064321	6.37823265	5.790065677	5.945225393	5.837007861	5.851486057	5.591265684	5.562022866	5.903607736	7.154325633	7.00367066	7.023825945	5.66916422	6.044235619	5.900666762	7.311262765	7.552276029	7.152352777	5.59624862	5.445274805	5.670096341	6.33856772	6.14945991	6.234259821	5.75754381	5.936480468	5.727508572	6.92141891	6.562795748	6.155805616	6.819461452	6.706232947	4.849782266	4.854861254	5.705023918	5.773265873	5.515400229	5.522688666	5.633258863	4.782740406	5.665134706	6.221473918	5.609732475	5.688597958	5.231496501	5.075797624	5.860516785	5.9654048	5.946065423	5.350969437	5.614809784	5.474638059	5.832162079	6.103988915	6.047067442	5.675541524
AT1G48000	5.388997967	5.256500742	5.510459093	5.173640547	5.576206889	5.663570636	5.822108582	5.396627438	5.919029775	5.765797102	6.486967774	5.904425264	5.814433833	5.692140025	5.501524769	6.56460259	6.226874831	6.404052751	6.087410608	6.687066065	5.791360516	6.729659146	6.514121043	7.404294708	7.312903895	6.678181059	5.869548665	6.144735766	6.818599036	6.228431695	6.098586071	5.195691866	5.272969575	5.179108246	7.501599512	7.155295649	7.47903938	6.719045512	6.334343951	6.823079293	6.124933317	5.766624407	5.795408179	4.975473593	5.109139071	4.875819467	5.380957166	5.285301678	5.223912868	5.507536886	5.351163112	5.294553889	5.921128906	6.082734645	5.166783766	6.058457817	4.9810091	5.071333002	5.095500103	5.463594831	5.278459517	6.289778443	5.843232895	6.644367511	5.842039854	6.016690027	6.141708968	5.787967502	6.333976462	6.311864956	6.197808326	6.54056247	7.093175601	5.656750204	6.312749755	6.300190521	7.045413154	7.172350404	8.488615042	5.916226105	6.294284265	7.115368629	5.702651183	6.05194802	6.222686835	5.422674939	5.442096957	7.245732762	6.924760045	6.763601983	6.044815556	6.110118729	6.309580551	5.884273326	5.773461393	6.155201133	5.289907076	4.970775276	5.174360051	5.529877313	5.713618866	6.209483172	8.171532157	6.612724	6.642670398	5.941275157	5.402047877	6.381027683	6.686803503	6.399850424	6.015733526	6.025342303	5.875015441	6.402728508	6.363024762	6.255159779	6.430147366	6.136694769	6.115134341	6.680580879	6.435420633	6.31713833	6.237098338	6.046682188	6.069540844	6.813576264	6.555679761	6.418749178	5.980103437	6.595754397	5.959724461
AT1G77450	6.921378513	6.036993668	6.824657307	6.117457806	5.409801086	5.108043533	6.031846629	5.238236885	6.065142383	5.509375389	9.382570574	8.878484504	7.793458942	10.57854409	11.47739264	11.28313056	10.66824471	10.47250625	11.63191938	8.989229307	9.349761588	10.16668773	10.61144436	10.4499259	10.8189609	7.385138105	7.003472775	8.029559122	11.01952549	6.819679916	7.568447173	7.755093011	6.752711047	6.99766059	8.948489031	8.832783461	8.479792656	8.564653151	8.492894904	8.488485879	8.964557883	8.833212964	9.144544541	5.824754218	5.547247079	5.69652543	5.054620894	4.799224694	4.89899087	7.102915843	8.270775106	7.762344417	8.847365066	8.541759946	8.65770392	7.049668093	6.013068719	7.345174069	6.676089459	6.931376288	6.541264671	6.687631935	5.393918238	7.754932199	8.709013259	9.385584802	10.14488633	10.90706311	10.61764531	11.11576653	10.50949181	10.87484234	9.880061484	10.5697969	10.57932947	10.0631886	10.64585324	10.13024207	6.634212286	7.540258711	8.840441	9.675007479	7.293367084	7.984260175	7.294947924	6.905610208	6.62169563	9.145430087	9.032660531	8.950270504	8.75509431	8.709078536	8.773638866	9.228476615	8.923795181	9.207145068	6.97995524	6.399884467	6.459309073	8.623086319	8.877641229	8.39700657	9.229582574	8.725770148	8.615709898	6.782409176	6.473408389	6.117922946	6.003592228	6.786336734	6.16449038	6.217256697	6.166845859	6.176142809	5.816999289	6.541768707	6.882379632	6.838556892	6.286084546	7.07305213	5.975216966	7.137379482	6.724036127	6.81149116	6.409576162	7.066292385	5.582469661	7.576061207	6.975518556	7.401576649	6.367669833
AT1G77640	5.70368006	5.828809913	5.588566468	6.936831203	5.323736515	5.208749593	5.271555416	4.933863082	5.314511689	5.281395	6.394322242	6.335944616	6.412292423	8.323667266	7.953301394	6.073122647	6.797696425	7.334810312	7.99737448	6.802832348	6.635442419	7.815770488	7.302366431	7.060189098	6.738074571	5.881199992	5.935123033	5.339025917	6.353121186	5.285090095	5.597376562	6.254613353	6.293780159	6.392743704	5.610492563	5.353200796	5.430003841	5.258487227	5.096597615	5.356337113	5.564891114	5.322433782	5.370704643	5.505819291	5.631417625	5.81733507	6.349675008	5.826942376	5.452476351	5.565907379	5.614027952	5.414440296	5.497001353	5.611469241	5.363220582	5.172361266	5.636876145	5.765590315	5.902615026	6.021852613	6.9172311	5.336400118	5.541174101	6.464643575	6.827073558	6.764723319	7.503456853	7.660769602	6.392230686	6.165430671	5.880862122	6.282722933	6.264484121	7.328981847	6.70297054	6.056073716	6.737556166	6.958509039	5.82701521	5.618143062	5.275329556	6.942671773	5.694287489	5.647444389	5.835287502	5.376697517	5.791223797	5.548983905	5.266253193	5.116604317	5.4220663	5.19570556	5.324596159	5.774289536	5.372167983	5.292865205	5.178446417	5.426290612	5.491981273	5.51612203	5.656537917	5.662318391	5.652752244	5.142015908	5.472097705	5.197305682	5.564854142	6.068326638	6.366957944	5.848413487	6.139627735	5.653231353	6.400316802	5.861470599	6.152960701	5.863610674	6.664940786	5.874643747	6.098863779	5.838780566	6.199357667	6.088426658	6.997589658	7.188039849	5.953514686	6.032864724	6.838477641	6.050457965	7.293354084	7.081709611	6.485643791
AT1G64380	3.948648782	3.978189368	4.205538597	4.270846768	5.811916649	4.717390317	4.435974117	4.246479458	5.135596903	4.297757389	5.50792941	5.423972915	4.434574278	5.918578571	6.029591584	6.69277285	4.260753695	4.567689225	4.38338202	4.127408569	4.606900915	4.220756643	3.910821741	3.78936692	3.826782352	4.567299799	3.92215051	3.946040943	4.102517014	3.828225009	3.943591819	3.923714786	3.86030027	4.029890782	6.152203968	6.047670376	5.717713566	5.810132455	6.241392481	5.818632982	6.217078234	5.424669217	5.386680065	4.679706973	4.319933801	4.477931567	4.210590441	4.264592403	4.142278101	3.695024958	3.832511225	3.698684688	3.497181453	3.906811359	3.380432653	3.886775014	3.645077709	4.104772873	4.043054845	4.012729752	4.571935539	4.353245291	4.154996912	6.34142082	4.668396668	4.807086547	5.646895563	4.799568625	5.551384784	4.007064002	3.980976263	4.106347677	3.975575694	5.364474441	4.068679895	3.918126138	3.880750066	4.169263963	5.786909098	4.221616368	3.78481446	4.042339899	3.838180432	3.73522356	3.985030949	3.904814548	3.997375691	5.760837611	5.728116577	5.629524656	5.152337497	5.876095793	5.719113571	4.796572316	4.808119869	5.098478484	4.5276257	4.575531179	4.555962929	3.569499197	4.058252292	3.92838642	3.667307566	3.803227578	3.830940846	4.107571126	4.305566947	4.069358145	4.076682193	4.04938666	3.899838602	3.802176356	3.856695397	4.004208356	4.075510147	3.920477368	4.015074691	3.896792891	3.894492518	4.03592139	4.287034107	4.036099452	4.211916527	4.187400891	4.434016501	4.227747149	4.411343708	4.05678302	4.319176303	4.511756012	4.259331677
AT1G72220	7.334987366	6.862919689	5.914009949	6.686073202	6.187732591	6.589784388	6.439576262	6.53114236	5.577436296	6.353812434	6.97838392	5.95895183	7.019266746	6.758328195	6.941975256	7.099902591	5.848693761	6.32741993	6.093322263	6.002389677	5.467553023	6.544351277	5.900962033	5.992807768	5.703353271	7.18138039	6.980475058	6.9907387	6.276045036	6.513884899	6.054096946	7.395008249	7.309600701	7.022338839	5.396284471	5.438895996	5.275381082	5.547706492	5.306017457	5.268137328	5.668148979	5.373494695	5.390924157	7.196640232	7.271750896	7.177465573	7.810451885	7.868698801	7.715950962	7.665254686	7.135990829	7.129652155	6.887816307	7.336338145	6.789236159	5.513302296	6.571196296	5.912948278	6.032707409	5.361357542	5.4309223	5.483524321	6.555511496	6.459168756	5.557929898	4.847437894	5.712920269	5.78818589	5.405269191	4.960453309	5.855688359	5.81027249	5.900003703	5.495510257	5.339722003	5.110869353	5.54090769	5.644705329	6.388810913	7.498033246	6.23583027	6.934133135	7.222625053	6.105599275	5.645238664	5.896465846	5.842767621	5.267229179	5.195159656	5.309532575	5.213314958	5.280565925	5.402007031	5.82428727	5.652861881	5.579627218	6.064506618	5.836835186	5.93216979	6.326428468	6.480059736	6.661851329	5.627286732	5.870248346	5.643105596	5.334581669	5.180375729	6.677395282	6.832937759	6.286212115	6.378140457	6.319869804	6.831037741	6.566950725	6.474257537	6.254164543	6.590593533	6.461282559	6.854601826	6.619609188	6.133167008	5.971051545	6.059134811	6.017603904	5.916013487	6.426686295	6.133167008	5.646046637	5.863256193	5.948380261	5.686155835
AT1G69580	6.929100646	7.01830503	7.30262944	7.093678822	6.508662897	7.216640065	6.461507148	6.581407905	6.663672167	6.218393743	4.493633526	4.401764916	4.256183876	4.918098609	4.333117641	5.221139171	7.240409544	6.358793081	6.959672811	6.51174902	5.93516037	6.407455413	6.083297918	6.962702798	6.2048298	6.335779298	7.002221596	7.001867423	7.530116861	6.012018455	5.358509291	8.133960912	8.083694351	7.757355841	6.831146414	6.724964381	6.60891345	6.597182387	6.827997008	6.73556644	5.986837194	6.456424772	6.429104168	7.263313068	7.580309215	7.900689576	7.027102219	7.621383959	7.348256232	7.994131262	7.497099928	7.732587566	6.798338815	7.399751563	6.715564817	7.697220183	7.839989545	6.333838	6.92757237	7.083289321	6.737259606	5.820659732	6.770340413	4.708520897	4.629354592	4.633705732	4.099584144	4.462373868	4.024992153	6.265213239	5.222521889	6.151834113	6.901560433	6.172315982	6.56240457	6.219266	5.866099572	5.745963944	5.371948806	7.33026432	6.314946904	7.201964399	6.45750883	5.559271936	7.60887257	7.415943069	7.425672856	6.320460136	6.449782903	6.29427335	6.547700499	6.691458701	6.469511482	6.135782003	6.067045617	6.476143586	6.450880122	7.057892595	6.782322565	7.093947668	7.175841855	6.73258413	6.466185038	6.300703984	6.531104414	7.391990804	7.454431959	5.421074934	5.756043895	6.856800508	6.399366424	7.37362247	7.428216018	6.066844334	6.09202204	7.123668842	7.352803074	7.054628175	7.570177448	5.541780259	5.363221209	6.9172979	6.640913434	6.622936294	6.643195727	5.768297392	5.509208282	6.579832418	6.764676744	6.626454633	6.943009663
AT1G69570	6.242013765	6.270317886	6.023561161	6.467206083	6.186286733	5.947331577	6.355153697	6.055785746	5.71541023	6.106577281	7.585403428	7.736890568	8.01459697	5.945555725	6.609879406	5.794041236	7.508714874	6.98283355	7.625569295	7.515036952	6.462736956	6.982190317	6.727051595	7.103813569	6.956394617	7.175443301	7.202898639	8.269171252	7.500469214	8.072234503	7.60165701	5.488421865	5.757721747	5.523174527	6.504036744	6.665558025	6.426381983	5.827038405	5.796281705	5.841040052	6.373240411	6.11575501	6.28152881	7.501172384	7.597990141	7.47028317	5.818996576	6.082605583	5.868155285	5.641857319	6.111073574	6.511563386	7.452199021	8.079532122	7.084154598	5.535049227	5.611005836	6.582421571	6.438726334	6.413158992	6.81677414	6.604615054	6.484009021	6.369057726	7.423376445	7.211746155	6.884023436	6.513362944	6.440128744	7.639438172	7.914796502	7.022882271	8.092908124	6.539097784	7.030506863	6.070463185	7.066660941	6.841925931	8.070504959	8.113571596	8.357582931	7.072635316	8.208049593	7.086824294	5.502618096	5.098869791	5.680867716	6.174575964	6.674749795	6.30914873	5.837021651	5.676957188	5.89572595	6.422646426	6.519560328	6.638226866	7.133942447	7.427305871	7.427840754	6.229693592	6.226041371	6.610709903	7.826160653	7.698131352	7.491573144	5.671034647	5.74875996	7.870503763	7.373735303	7.101320872	6.87684632	7.049313951	6.839790908	7.242458858	7.26196645	6.831647817	6.910810688	6.992085629	6.878958231	7.493830409	7.404757017	7.159689695	6.886648618	7.091809767	6.97234804	6.949734866	7.478018924	7.489247844	6.853812902	7.530052217	6.818090568
AT1G76350	6.360265835	6.241932334	5.282850483	5.947813875	6.483812222	5.988504034	6.128206589	6.168675384	6.165404699	6.35513715	4.922769377	5.79053175	6.736024515	6.215300706	6.177151646	4.948227731	5.292694588	5.604616259	5.260895604	5.437750106	6.393440604	5.427708264	6.165315175	6.137680951	6.422038706	5.249321979	5.48730809	4.479918042	5.128639501	4.825953298	6.895895932	5.761789369	5.741835252	5.25704451	5.690330834	5.80666613	6.041197582	5.872045794	6.164291287	5.914271839	5.659744191	5.98239704	5.896858049	5.366719616	5.382332378	5.555628809	5.290083079	5.390834423	5.380846379	5.408180375	5.381808269	5.696008649	5.494173339	5.831312185	5.454453455	6.354206197	6.231874105	7.015388534	6.658223694	6.672478745	6.890999121	6.370120795	6.860155658	6.022266027	6.504661236	6.87006822	6.433971244	7.539010816	6.827147014	6.2387425	6.180032197	6.410028066	6.191749927	7.442607345	7.15174428	7.43249868	7.263878077	7.237433252	5.197691541	4.921957371	7.10209814	4.724192041	4.692685445	6.009419735	6.166389363	6.225783732	6.12089438	6.310304731	6.305051547	6.203995547	6.585071167	6.654040388	6.836180129	6.208885357	6.379527571	6.240372516	6.313746231	6.767346121	6.606122383	7.106997403	7.0484816	6.722659959	6.745439051	6.624916528	6.876881738	6.782793691	6.904504031	6.524166193	6.611747449	7.081907785	6.746756335	6.522433964	6.996978397	6.576329197	6.373863432	6.911594663	6.78037167	6.625862401	6.910129064	6.657732587	6.537973697	6.984378583	6.567505992	7.091949073	6.418085927	5.97831516	6.759808762	7.01358293	6.682816753	7.090692581	6.827554368
AT1G76410	4.799693106	4.626429297	5.487323516	5.777817606	7.026238804	7.823033723	8.637621743	7.571615144	6.373144041	7.035148952	6.881890842	5.230808996	5.512591497	5.980414732	5.246511698	6.698758086	7.398872941	6.990139634	7.467075851	7.593972415	6.218184928	7.339009216	6.330150649	6.298681071	6.228077315	6.220293333	6.067407173	5.730951248	7.777046072	7.071466096	6.110516922	7.197101872	7.385825589	8.022295419	5.136326924	6.129995568	5.207473537	5.974569755	6.394124591	5.786491197	4.624361994	4.593743343	4.683979364	5.951773455	4.83390108	4.47842892	7.065950339	6.17849129	6.305072378	5.093737475	6.257261697	5.798090761	5.689156775	5.943433399	5.958363107	7.270879289	6.352096016	4.994737837	4.419390776	6.544796888	6.671525814	5.675777958	5.6739764	6.64137533	5.396296408	4.993506869	5.814848935	5.711394051	5.76924102	7.001204242	6.968447824	6.436587356	6.211586124	6.366113009	6.332693896	5.988711961	6.035264578	5.95148669	6.12402155	5.697789937	5.174767957	7.976458233	7.51017144	6.423173906	7.637757353	6.627358036	7.720871026	5.405339037	5.366998189	4.621746074	5.412942991	6.047816857	5.169601351	4.278077307	4.658894953	4.784221696	4.530036297	4.404311917	5.477537201	5.205876306	5.384278975	4.86853042	6.717546097	5.515861664	5.71199276	6.784996787	5.847816479	4.305815231	4.142955816	4.316310232	4.26694557	4.284325646	4.420083214	4.098916776	4.269812151	4.184306871	4.492920398	4.382147061	4.218484185	4.305050535	4.194392465	4.345320982	4.421970274	4.248929921	4.170016652	4.195951732	4.207580292	4.369267669	4.257656483	4.309053401	4.385541881
AT1G67970	6.269789415	6.006929796	6.804163717	6.631121044	6.698139367	6.535680762	6.824446407	6.31826573	7.321784537	7.003235565	6.733419269	6.351657621	6.419945294	6.119783257	5.974669036	5.914731149	6.024378213	6.744236445	6.911739689	5.917403239	6.188855438	6.678266065	6.05820935	6.194139389	6.793884885	6.770653755	5.946790631	6.431658632	6.767733156	6.502515648	6.712868116	6.927295714	7.083219843	8.038673583	6.290843379	6.130161605	6.300710239	7.136061314	7.293345885	7.366375677	5.69982921	5.994339109	5.687921775	6.591761425	6.698114354	6.628697586	7.158452622	7.096839727	6.880769504	7.04032741	6.705279225	6.725904581	5.862224131	6.537389496	6.58183018	6.937904068	6.779092178	6.315914839	6.139671419	6.450988639	6.502515648	5.944389629	7.055409191	6.227222711	5.860677681	6.541391181	5.698238684	6.496021126	5.41284589	5.814687791	6.474109786	6.489984122	6.310344985	6.234579706	6.255871332	6.238608107	7.079822318	6.441598345	6.50901447	6.485796228	6.14205732	6.825043101	6.671832265	6.451035777	7.333669068	6.925116766	6.848134263	5.921076915	5.811946928	6.358015099	7.242654091	7.523380666	7.838625982	5.965481161	5.740156252	6.222950488	6.038334054	6.290328924	6.142395127	6.421333413	6.626730117	7.012243873	6.791400585	6.623929745	6.409640834	7.137519287	6.794584533	6.189001104	5.900859364	6.474156149	6.627803441	6.305895168	6.431088897	6.167875617	5.969675175	6.538451596	6.989862916	6.413127502	6.560903553	6.177156189	6.241860705	7.044222002	6.525714465	6.881327963	6.338747843	6.8096893	5.733127572	7.201508749	6.677434297	6.899547284	6.414322649
AT1G67910	8.035650438	7.078658624	6.370025789	6.916867357	6.77509264	6.535205331	6.743483575	6.57708837	6.718410132	6.356706558	7.180497386	7.47279054	5.884155299	7.548027463	7.220101372	6.521504387	5.540803494	6.195466062	7.840101897	6.334638643	6.610004968	7.167342423	5.769755427	5.866699369	5.855250332	7.510326075	7.508114274	5.638785975	6.288839272	7.084794489	5.494474868	6.790776727	7.039331265	6.512303074	6.192634547	6.535762978	6.208873793	7.077509345	7.06401768	6.879607093	6.489703994	6.046401197	5.976880296	6.881258346	7.289189495	6.712995787	7.821323222	7.544211717	7.770034747	7.535688067	6.919613297	7.463069581	9.287153763	8.91145808	8.083174686	5.242705645	6.541829752	6.196640544	5.880491464	5.683323944	5.458492701	6.309596886	5.883761567	7.463809016	7.009813591	6.199639595	5.916212754	5.761010736	5.967056275	5.409522641	5.284692721	5.857773397	7.708728098	5.586137446	5.739663071	5.215621289	5.700147071	5.49286071	6.634480358	5.820665838	5.121927065	7.337843129	8.22459463	5.456300098	5.06616042	4.892769913	4.809066575	5.826851504	6.275602816	6.113370048	6.461580176	6.549778067	6.230581399	6.141916262	5.976593328	6.148037877	5.328764465	5.49593752	5.369463617	5.092180168	5.238776628	5.010922278	5.443329856	5.699114921	5.554410506	4.625947112	4.754367428	5.587712761	5.68975669	5.016736391	5.699634398	5.844372421	6.111663537	6.031849863	5.552443923	5.158008146	6.552690868	6.076497706	6.027604272	5.467298005	5.466643226	5.204498565	5.314293873	4.913097665	4.869813808	5.67732817	5.392799695	5.513760993	5.489639286	5.707333021	4.77767509
