	SS_N_0	SS_N_1	SS_N_2	SS_N_3	SS_N_4	SS_N_5	SS_N_6	SS_N_7	SS_N_8	SS_N_9	SS_N_10	SS_N_11	SS_N_12	SS_N_13	SS_N_14	SS_N_15	SS_N_16	SS_N_17	SS_N_18	SS_N_19	SS_N_20	SS_N_21	SS_N_22	SS_N_23	SS_N_24	SS_N_25	SS_N_26	SS_N_27	SS_N_28	SS_N_29	SS_N_30	SS_N_31	SS_N_32	SS_N_33	SS_N_34	SS_N_35	SS_N_36	SS_N_37	SS_N_38	SS_N_39	SS_N_40	SS_N_41	SS_N_42	SS_N_43	SS_N_44	SS_N_45	SS_N_46	SS_N_47	SS_N_48	SS_N_49	SS_N_50	SS_N_51	SS_N_52	SS_N_53	SS_N_54	SS_N_55	SS_N_56	SS_C_0	SS_C_1	SS_C_2	SS_C_3	SS_C_4	SS_C_5	SS_C_6	SS_C_7	SS_C_8	SS_C_9	SS_C_10	SS_C_11	SS_C_12	SS_C_13	SS_C_14	SS_C_15	SS_C_16	SS_C_17	SS_C_18	SS_C_19	SS_C_20	SS_C_21	SS_C_22	SS_C_23	SS_C_24	SS_C_25	SS_C_26	SS_C_27	SS_C_28	SS_C_29	SS_C_30	SS_C_31	SS_C_32	SS_C_33	SS_C_34	SS_C_35	SS_C_36	SS_C_37	SS_C_38	SS_C_39	SS_C_40	SS_C_41	SS_C_42	SS_C_43	SS_C_44	SS_C_45	SS_C_46	SS_C_47	SS_C_48	SS_C_49	TS_N_0_0	TS_N_1_0	TS_N_2_0	TS_N_3_0	TS_N_4_0	TS_N_5_0	TS_N_0_1	TS_N_1_1	TS_N_2_1	TS_N_3_1	TS_N_4_1	TS_N_5_1	TS_C_0_0	TS_C_1_0	TS_C_2_0	TS_C_3_0	TS_C_4_0	TS_C_5_0	TS_C_0_1	TS_C_1_1	TS_C_2_1	TS_C_3_1	TS_C_4_1	TS_C_5_1
AT1G57560	6.032342095	6.445184851	5.870884846	6.277833643	4.376658911	4.746926789	5.145140117	5.072568172	4.754455799	4.918929834	5.317479898	5.858987065	4.487519355	5.244835648	6.651799412	5.414924214	5.624606097	5.758074332	5.551746177	5.014100779	6.752146883	5.20943704	5.129737477	6.759531165	6.359760355	4.636048883	6.161740216	4.462613295	5.112276365	4.815294942	5.253319876	5.56002299	5.574574638	5.957398327	6.586065103	6.358722721	6.500104525	6.18907461	5.894230079	5.993094933	6.512537016	6.073186226	5.975971567	5.026286907	5.182005321	4.924375145	5.508550526	5.661215079	5.669368774	5.977617098	5.084501043	5.061930827	5.076357012	5.341588335	5.08052904	5.874246169	5.538482438	7.293621881	7.602456898	6.571761761	6.740084147	4.776658482	4.896833955	4.698751444	7.433117575	4.072408029	5.276362798	6.960943793	5.718887773	5.765188295	5.773277767	5.300483893	4.025130318	7.20124937	5.151117688	5.475404657	6.369185226	6.242554245	6.943676456	4.79876899	5.3442441	5.203479544	4.472570845	5.533458934	6.827245414	7.060433248	6.954710973	6.590855328	6.251704159	5.845673279	6.383656521	6.039913649	6.230941269	6.44556486	6.129255772	5.85097373	5.581553901	6.216806592	6.104735354	6.132849859	6.087627958	6.52753826	5.539476568	5.19349076	6.057485137	6.469465842	6.819333437	6.430626431	6.221365867	6.425967423	6.19595149	6.418248939	5.895002717	6.337395676	6.425190577	6.150731682	7.250392915	5.916587053	6.201376361	5.987578203	6.039347039	6.183337558	6.576364747	6.793147246	6.709203743	5.708020124	6.283192888	6.222540131	6.755613152	6.321918392	6.849898773
AT5G16770	6.505428895	6.520328885	5.648890073	6.021852613	5.774019484	6.364029699	6.585925627	6.453472063	6.953539274	6.836652709	5.147919133	5.725070383	6.367315551	6.211561929	6.490608859	5.67870242	6.501551607	6.783667351	6.999392094	5.938587295	8.555816885	5.501333335	7.62202085	6.010172869	6.22764183	6.017153111	6.373819631	5.062113156	5.541475491	5.250257845	5.930993023	4.938846153	4.99567785	4.809116497	5.694343656	5.865164736	5.728047374	5.705891888	5.52605343	5.919576369	5.729200923	5.52260851	5.556730885	5.841516692	5.826839106	5.779882171	5.279367543	5.246201533	5.384905475	5.123331211	5.609670336	5.296854451	4.980628597	5.233466369	4.965280148	6.086328465	5.848240368	6.419528748	6.734331457	6.134789917	6.306046325	6.973220077	6.428527532	5.762546233	5.467962958	5.136633957	5.825169383	6.085302637	5.469067149	6.509770751	7.618587984	6.9614689	5.067134686	5.848753043	6.617808586	5.501792301	5.925652411	6.564477618	9.066686515	5.416619357	5.922130615	5.490798698	5.410352284	5.703409036	4.852490933	4.986908263	4.986042335	5.478629255	6.507577341	5.592453919	5.558444083	5.557188599	5.9081422	5.640330296	5.617649705	5.793179382	6.32461176	6.440064175	6.529070676	5.497774715	5.55934166	5.422957944	5.413391798	5.234821657	5.776831119	6.750025708	6.918216989	7.071124413	7.631657104	5.864226025	6.240041852	6.233367715	5.8051962	6.976486151	7.253756157	5.863026545	6.522457035	6.23888345	5.90270107	7.54951934	7.505290182	5.869485639	6.232578356	6.448497502	5.798517539	7.256611202	7.591929056	6.121788642	6.458033612	6.368342127	5.816320611
AT5G15830	7.82223945	7.942306641	7.540219445	7.620723361	7.453175875	8.665629148	7.55483807	8.164242743	6.876617449	8.139316571	5.825954731	4.514081649	4.411889613	4.936041671	4.43252829	3.676965452	6.155948395	5.414068861	6.576855956	7.457088332	6.246087454	8.10441206	4.104084223	5.162839659	4.692840362	9.292875153	9.069534363	8.493287911	8.499637115	8.530478508	6.14679254	8.485938543	8.561563066	8.420323192	6.548756833	7.406123371	6.324354984	6.967471586	7.165981055	6.662322528	6.783454603	7.114550576	6.247960638	8.554685346	8.822018088	8.801644689	8.689618581	8.825811922	8.663087609	8.160602779	8.055134025	8.441065467	9.023669885	9.389625534	8.513596944	7.293068474	8.188306222	5.608559139	5.510108711	5.518312488	5.912851907	6.743944363	7.536966844	6.1922015	4.869465106	4.40940312	5.816629396	5.079233717	5.087728144	5.581866045	6.038557196	5.196943759	8.686027725	5.803377865	6.471503425	4.350899269	4.139261527	4.240647302	6.381630968	9.315980052	8.129324696	9.377644299	9.197321859	7.04083082	6.616182046	6.4820192	7.037595558	5.696328569	6.60720774	6.520014996	6.049313589	6.806710412	6.151119582	5.879507432	6.203560467	5.740614578	7.166784377	7.134146085	7.385727401	6.237404602	5.764255275	6.672613174	7.775732059	7.468952641	7.654175294	5.927072569	6.066836731	5.929823752	5.787227361	6.830912868	7.069805571	8.066724937	7.966669638	5.759757044	5.836973165	6.676151698	7.663261365	7.293024967	7.922747433	5.698596158	5.622849394	6.374427383	6.209008321	6.656144164	6.151733615	5.205270151	5.522068778	6.50509221	6.300095427	6.586353419	6.099925121
AT5G25220	5.968577218	5.446962827	6.199587732	5.703923819	7.145157663	6.862749404	7.033864292	6.817302289	6.09779438	5.782256496	5.154731291	6.017841297	5.011579123	5.428917664	5.953999369	5.570657377	5.118995703	5.293615133	5.314721753	5.914606302	5.983929865	6.123730544	5.440145267	4.902171455	5.543689091	6.410609526	5.616742898	5.23654495	5.842346646	6.27491063	6.426960108	5.866879555	5.193706446	5.558410097	6.437017335	6.461687497	6.746236442	6.280218905	6.490329304	6.514813486	5.18864219	5.246210566	5.336971326	6.085142783	5.935886582	6.093948693	5.941892724	5.729582801	5.752824205	5.948870388	5.773915801	5.951982774	5.800115673	5.493438966	5.508180958	5.828919795	5.75643244	6.429980431	6.37366816	6.232451533	6.516149355	7.508489181	7.23344931	4.967315085	5.309513897	5.814786307	5.23173749	5.89334295	6.223317617	5.887102559	6.153037815	6.113735585	5.560915769	6.430427044	6.26765277	5.251743891	5.25771901	5.465191222	6.01535615	5.0875621	6.338533845	5.643417555	5.996869071	6.145064278	6.602822083	6.279252629	5.991068502	6.511240865	6.520149372	6.79558646	6.521146265	6.624167714	6.749730487	5.356357231	5.422268308	5.635242273	6.771791413	6.562075755	6.551156447	6.537009971	6.334339533	6.89014618	6.869568655	5.986711348	5.820916999	5.967858171	6.048387418	6.458178934	6.163179295	6.671833549	6.770142825	6.178537876	6.444551718	6.46835169	5.958942547	6.259660747	6.212193412	6.342791934	6.531584878	6.558839339	6.107073993	6.774842671	6.696941477	6.732178452	6.21985626	6.60465014	6.353898636	6.505105332	6.844778595	6.899945252	6.161068288
AT5G25160	7.274654832	6.837054772	7.666711992	7.618110107	9.265124707	9.411331245	9.122205766	9.37657731	8.711219185	8.793707197	5.052511531	3.784926625	3.944553441	3.760724212	4.391463066	4.082189581	6.581667591	6.341921379	6.780576227	7.970886043	6.819649804	7.445331194	4.609102785	5.040286869	4.793470325	9.067035153	8.641322349	8.37025598	8.433216843	8.262176796	7.778168423	8.326194841	8.371494658	8.493145561	7.255234209	7.139532027	7.332611586	7.97109642	7.751929294	7.86497012	7.104182428	7.31922785	7.035055405	8.297838218	8.401425579	8.359797089	8.586689797	8.546338241	8.497698759	8.605471199	8.270874412	8.502016938	8.510867063	8.824506818	8.602712413	7.661722531	6.579195755	7.694457416	7.352117092	7.064603622	7.609051749	8.12707398	9.357208721	3.908916289	4.172094834	4.10427486	5.027343875	3.853931787	4.235011858	6.991076712	7.064290342	6.179098559	8.369027754	6.778253746	7.311207982	4.486750651	5.118437347	4.920549073	6.112032903	8.892314306	8.227826823	8.947484782	8.732057408	8.257195394	7.795355646	8.146424576	7.952878756	6.987496059	6.787501551	6.88088016	7.441795818	7.728958073	7.878407734	6.839765514	6.902501111	7.165517667	7.46256647	7.676901145	7.779952748	7.995682347	7.843008013	8.424490804	8.758396884	8.101327243	8.114902942	7.657268834	7.984064271	7.003221593	6.81480521	7.914282216	7.399660735	7.671088093	7.514028496	6.758967915	6.516017018	7.495361345	6.801821393	7.229425	7.617100354	6.937739152	6.368653257	7.792483164	7.832283183	7.973900739	7.370628827	6.345199599	6.393913067	7.772669529	7.724554273	8.320244491	7.2171856
AT5G67420	10.5638369	11.03548276	9.992253962	9.374839203	8.37038258	9.370111251	8.577420149	8.900132672	8.599252398	9.193562081	7.698477746	8.851182119	9.083907757	9.653270637	9.67539543	8.812154641	9.097553857	9.083824186	9.848108885	9.215011527	8.977391676	10.52532188	9.175541108	9.834492263	9.439008793	9.422051016	9.940831416	9.021369861	8.784233805	9.454207167	6.423513599	10.81264755	11.02292963	11.16398396	8.310629876	8.7421148	8.82269378	8.896607201	8.893638509	8.85166656	8.328415683	8.591640795	8.394552252	9.946162805	9.626078639	9.792349249	9.684884914	9.481529589	9.399613165	11.09478811	10.74297597	11.10428583	11.22230565	11.11465623	11.51451135	10.36903506	11.26615152	6.098559039	6.357034881	6.829377544	6.185766338	6.318358603	7.44148825	6.243845585	7.691575181	8.779621366	7.298732014	8.128977801	7.656432145	8.628313294	8.244208196	8.105882588	10.38343186	8.220848705	7.877619206	7.669997755	8.334060658	8.317139006	6.565439532	10.16728101	8.390628314	9.236892328	9.776423684	7.246921849	7.398046543	7.472211096	7.243871146	7.577919259	7.962072038	7.963012939	8.089285006	8.388070171	8.065587781	8.163916175	8.335312812	8.356028411	6.919302925	6.545342986	6.666509997	7.439272807	7.698571582	7.208898897	6.309215513	6.552149425	6.988278034	7.842479025	7.984441665	6.79016178	8.252152468	8.46722359	9.247687738	9.63295834	9.718688412	6.755427194	8.494868247	8.778097324	10.31229923	9.344102454	9.998592267	6.702199011	6.394454832	6.605240379	7.023264822	6.672189104	7.072301267	6.540072043	6.646455833	6.86112715	7.053418644	6.55994569	7.386591223
AT5G67030	6.844541732	6.446107479	7.396279094	6.943529893	7.046428605	6.78099343	6.566855108	6.454830224	7.138346961	6.629893441	6.642728029	6.379325926	6.051862812	5.979783805	6.343549491	6.30689793	7.184941777	7.044202018	7.222282624	7.501865407	6.933627239	7.485553436	6.220483637	6.050402015	6.545063376	7.678667329	7.831484584	7.290121357	7.30438493	7.67390317	7.407748216	7.383773987	6.996429866	6.779390387	8.182995141	8.660242291	8.465226396	7.300883032	7.466335537	7.438314182	7.845510586	8.203362436	8.164856899	7.567294025	7.688322001	7.601236143	6.365866401	6.373518038	6.344571472	7.714128316	7.525470272	7.807865047	7.296159175	7.207757734	7.809815228	7.188322312	7.513224814	7.109953328	6.828052659	7.416661248	6.830514368	7.187639317	6.846071624	7.017434704	5.714012608	6.938769487	6.700963558	7.456427641	7.351899319	7.274171003	7.05534992	6.994587521	7.633121658	7.676341284	7.740484039	5.890886458	5.262390035	6.218129002	5.290230597	7.289533555	8.067612581	7.271870292	7.734518747	7.189534344	7.788077145	7.197189998	7.275180539	8.328830188	8.532427775	8.443948315	7.173071355	7.657118479	7.191769937	8.056786331	8.169945443	8.506684341	7.300883032	7.282159817	7.266884223	7.574364279	7.760675437	7.508325281	7.699964147	7.282976315	7.089005959	7.327497473	7.241087642	6.517459134	6.563608536	7.464217728	7.432406596	7.782925562	7.316999723	6.760296741	6.930477032	7.34415274	8.543021923	7.522375074	7.232322102	6.397253722	6.98594491	7.358962391	7.61275025	7.404749983	7.241917903	6.585523253	6.572009491	7.484179717	7.581328033	7.457664827	7.347846973
AT5G66700	5.208398348	4.966791789	5.028042111	5.682266037	7.088583185	6.613642418	6.587589265	6.377623021	6.475668301	6.288115431	7.491908931	6.750663303	6.312307974	8.152386259	8.080765312	7.235121662	7.21945357	7.36168253	8.524768618	8.152245932	8.046899401	8.215044337	10.08660838	10.07937865	10.12662028	7.373371053	6.550493696	7.140210975	7.17300236	7.174264008	7.659050798	4.444599706	4.498790086	5.320183625	6.301640489	6.537533404	5.84302688	6.62970433	6.706999696	6.532363801	5.090065018	4.914685498	5.005558941	5.461199057	5.555326221	5.56154101	5.386889011	5.000779463	5.288392299	6.354799271	6.660820039	6.371215978	7.334354058	7.853346133	5.536569507	5.932862828	5.709130352	5.86794212	5.074484526	5.805166763	5.948639422	6.949971498	7.232283936	7.068748515	6.616693812	8.386525093	9.644934857	9.589317117	9.614945378	8.03361168	8.475887719	8.985603807	7.239095084	10.29730033	8.80461199	10.80769347	10.09350004	10.27592132	7.014007686	7.731006759	8.368109539	6.998199292	7.098938428	7.308520025	5.438385428	5.472889786	5.77737579	6.105672219	6.631283789	6.559864019	6.350189901	6.857746522	6.490994264	4.89545907	5.28153931	5.402137723	7.310352603	7.082247123	6.965266404	8.992467596	8.688814887	8.16458318	8.288637701	8.922255897	9.043419049	5.592815915	5.763372765	6.540707896	6.485874964	7.111712434	7.231445921	7.05293759	7.004653097	6.466168361	6.649911657	7.075777286	7.418041346	6.951218141	7.009489738	6.774290345	6.584617417	7.804637193	7.163817902	7.527218991	7.623690433	6.693463428	6.607066305	8.23154094	7.489260773	7.8537099	7.371470559
AT5G65210	10.99617023	11.07899349	10.55800211	9.827529969	10.57393577	11.31141952	10.86648002	10.84301462	10.54393535	10.86257273	7.680021252	8.746467196	8.335854232	9.480418728	9.131598729	9.079093276	8.769118565	8.764922452	9.52177255	9.771333799	9.171303789	10.71330424	8.278716274	8.657548053	8.374416324	9.917839275	11.27887652	10.95524379	10.63784151	11.13586478	9.644488156	11.02533232	11.06290796	10.92033259	9.85297145	10.33347301	10.24193683	10.62281909	10.48310339	10.77182265	10.27433408	10.7001024	10.44912985	11.0117029	10.99432439	11.05492621	11.03504095	10.81135811	10.76575925	11.1235665	11.2008995	11.14191321	10.35073931	10.6686322	10.63620631	10.12065329	10.73327961	8.776784816	8.708713683	7.909686708	7.795598543	9.773794976	10.41419055	8.078678003	7.372906015	8.74493886	7.302996931	8.28728593	7.476133043	8.268313666	7.609287442	7.651975404	10.16122068	9.086633133	8.437043208	6.655734502	6.463832076	6.266874029	6.688731784	11.21619123	10.71950939	10.56003802	11.21531108	9.539284382	9.384074413	9.371272913	9.389364609	9.371048874	9.837637294	9.919112986	9.988860755	10.45439256	10.19236719	10.34612021	10.38349647	10.29886915	9.613905949	9.480718561	9.675733081	9.386935075	9.349511158	8.693325077	8.7563099	7.803131098	8.041874523	9.142366904	9.049127838	7.757494551	7.82857688	9.004991423	9.487965817	10.16012322	10.10007634	7.909259069	8.100111938	8.847689348	9.489751433	9.797347376	10.24548794	7.725823971	7.679457624	8.56576679	9.12227946	9.121369133	8.789508599	7.241583003	7.557247273	8.65998201	8.884363093	8.798917391	8.80115474
AT5G65230	6.254334018	6.44571751	5.704958515	6.022486794	5.953310098	5.983288264	6.383165947	6.335665554	6.452329044	5.846382873	7.875423123	5.14723439	6.252609988	5.329650172	5.546026087	6.419497449	5.623517856	7.18160551	5.938932043	5.44395004	5.638772812	6.553313788	5.580310917	5.318141677	5.515988988	5.86310847	5.756975215	6.176278517	5.960415075	5.754092831	6.124795312	5.125008303	5.169794767	4.944639692	6.056774164	6.139601335	6.007705275	5.674081892	5.549067308	5.579775065	6.246608725	6.121860348	5.874103867	6.421887998	6.511328834	6.688892297	5.962680935	5.510576186	5.59378325	6.028423974	6.148004377	5.337272378	6.138414106	6.005110233	5.874545338	6.000183799	5.681532414	6.378339644	6.503200548	5.775297075	5.629963631	6.92770573	6.066314217	5.778261992	5.381571108	6.227757715	6.854177869	6.013934878	6.717875513	5.243275432	5.540213758	6.036241019	5.395983	5.286045412	5.96100896	4.997119034	6.161518023	5.970919296	8.007210727	5.815291437	5.63581535	5.948432554	6.097105841	6.267906013	4.9406815	5.181210407	4.908802947	5.844106704	6.195305357	6.157629374	5.853591609	5.58920664	5.785348247	6.204312496	6.259574601	6.121379222	6.319130367	6.376911605	6.6893225	6.146677323	5.88931047	6.417646835	4.917147726	5.341328305	5.352125222	6.24740109	6.22821614	5.951283148	6.303448351	5.995842942	6.132024921	6.056833241	6.013322122	6.014017502	6.44578049	6.115355375	6.570655395	6.034433026	6.268325924	6.578485865	6.420497215	6.323912049	6.345857417	6.471832653	6.095617843	6.895188253	7.000188276	6.65193506	6.275567898	6.493857659	5.967544847
AT5G63780	8.25754778	8.41121645	8.368537151	8.262262297	7.588845262	7.723173813	7.332611904	7.474274475	7.667574286	7.401533927	8.115974164	8.311181258	8.110596994	8.752598416	8.2643467	7.938844671	8.366867842	8.322046807	7.752114601	8.405800904	7.96688266	8.786583293	7.961872761	8.36434306	7.638516582	9.556314058	8.552582592	8.76302298	8.833597683	8.94554089	7.942264776	8.577132708	8.582654265	8.280927766	8.195510023	8.069922314	8.108645631	8.141659593	8.156535788	8.067676604	8.635770788	8.705856993	8.722582907	8.480227733	8.287449381	8.35569969	9.285255297	9.239816187	9.023190696	9.132973768	9.010131675	9.276573972	9.086753604	9.272475543	9.132146392	7.841059304	8.156686331	7.748904772	8.040790389	7.989721322	7.872179671	7.462855202	7.349895476	8.81643125	8.356283594	7.475147461	8.055499144	8.020766322	7.949882445	8.431273282	7.620946161	7.736232384	9.074715012	8.298780472	7.939028506	8.268146158	7.923087752	7.290158441	6.590675496	9.392024343	7.798747923	9.38834065	9.029777643	7.495957568	8.120548194	7.849650667	7.81868953	8.334353805	7.978692568	8.164062214	8.082629207	8.156475548	8.347780193	8.620121086	8.663144059	8.664519192	8.012857638	7.887203741	8.125884426	7.818003564	7.93474339	7.894477333	7.812133284	7.821056993	8.182292158	7.881462518	7.865929235	7.827874167	7.67893747	8.18385866	8.178526627	8.0435403	8.2889642	7.969265836	7.784167955	8.296098998	8.25096502	8.128776992	8.24730036	7.480663583	7.605047155	8.313100459	8.055780561	8.006898488	8.165809377	7.485433923	7.791057273	8.227918612	8.048745191	8.091761918	8.276125679
AT5G62430	6.126722324	6.163553919	7.09715492	7.388719287	8.654084052	8.267395867	8.121826316	8.18334243	8.069757399	7.834826699	6.261160279	6.787190016	7.743091941	7.438203857	7.538095843	6.952625305	7.803940348	8.122968276	8.373071916	8.203515266	7.25599591	6.584308392	6.670115517	7.001114108	7.440174673	6.794258086	7.643359284	6.768968753	7.885129884	6.952886694	5.80879144	7.46908887	6.922879682	6.588417987	6.639002095	6.653743908	6.50781094	6.051314854	5.885043159	5.936003951	6.472672686	6.409264002	6.4242112	7.098781015	7.309934397	7.363713288	7.455459022	7.282495387	7.384871351	7.35106515	6.780414236	7.30809275	7.153750832	7.29086017	7.457282111	5.848692766	6.773684781	5.58187024	5.643455087	6.0334424	6.101324845	6.722229089	7.101756981	6.035360211	6.292033537	6.114097798	5.685364913	6.378484755	5.710748259	7.566368446	7.174225198	7.194974518	8.651524945	6.827964767	7.587664745	6.344527169	6.758833679	7.145792131	6.733379955	7.584119624	6.190251329	7.470760117	7.225372348	6.063098822	5.286830629	5.063619324	5.710247455	6.174359409	5.911761323	6.198348768	5.431634835	5.335948803	5.132931827	5.895255203	6.126586992	6.034750165	6.233742228	6.412484312	6.165438116	5.445511453	5.561084893	5.525156473	5.85215258	5.794223275	5.495400855	5.396734111	5.287579022	6.197110203	6.257853911	6.451856826	6.254066876	6.128254483	6.78745122	5.902462453	6.192627878	6.125989792	6.057645888	6.427378694	6.6965195	6.223191982	6.090609256	6.257655863	6.169258773	6.177604139	5.54615791	6.000595992	6.368021048	6.115667366	5.76453466	5.704223119	5.90722946
AT5G62020	8.04523716	7.949427824	7.243465921	7.752540115	6.55541809	6.617847966	6.756736082	6.499653535	6.963032198	6.858886284	7.846063974	7.209296017	8.16660181	8.604718559	8.481383856	8.200306521	8.873635495	8.412051807	8.714330397	8.505531638	8.258644476	7.517285348	8.09442916	8.630668855	8.323064997	7.667155773	6.778847221	7.206250878	9.049400101	7.52788406	7.101647573	8.246420311	8.379207721	8.158283705	7.610322312	7.26889673	7.632945104	7.380930645	7.058700467	7.207337865	7.12542958	6.670272505	7.202184072	7.437270394	7.304925773	7.574650205	6.890579008	6.961680915	6.904390388	7.68722024	7.786328922	7.986976947	8.404234966	8.010478135	8.499702241	7.935450272	8.23551436	7.44022219	7.425056673	7.208366023	7.365513018	6.897238953	6.770255054	7.596355106	7.172513921	8.85696987	8.242475555	8.413134805	8.655436293	8.484865724	8.154722139	8.503585035	8.370795151	8.115043236	8.589152504	8.117754693	8.56724676	8.67916179	6.606976084	7.057719797	6.378160821	8.624760041	7.807530675	7.412347272	7.505832119	6.933616535	7.020875536	7.605877345	7.263876435	7.597083644	7.253167621	6.951352618	7.002907127	7.305915891	7.26138152	7.421333717	6.978046912	6.942965186	7.05354273	7.416125921	7.690295348	8.281192999	7.225240721	7.486727466	6.787209228	7.550285686	7.3931662	7.845931239	7.821989546	8.245392725	8.320197051	8.157656116	8.747098957	8.09237356	7.944968452	8.221950898	7.874527729	8.167872537	8.63173439	8.041632213	7.847681817	7.998421925	7.921971443	8.12321861	7.932065823	7.900803054	7.886052573	7.893576673	8.239885104	7.874392138	7.961434718
